path,mean_intensity,std_intensity,min_intensity,max_intensity,skewness,kurtosis,entropy,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,haralick_13
DATA\Rotated\Train\compass_jellyfish\rotated_5_66.jpg,122.61886160714286,70.1157592049222,0,251,0.10038571273765276,-1.0183952043389077,7.88152258247296,0.00030671135760359765,824.9486780403358,0.9154287212058301,4881.193459803706,0.13490159389975065,245.8832164977033,18699.82516117447,8.857555626894099,13.711997433298361,0.00013092293906107546,5.483726959955674,-0.2612562852038226,0.9907577668154942
DATA\Rotated\Train\compass_jellyfish\rotated_5_72.jpg,122.89076450892857,65.4707517107097,0,252,0.01909166347363127,-0.8132006432883525,7.81689211349303,0.0005750308303609237,342.3453794566551,0.9596091314064734,4241.453789750745,0.29837484363340094,246.58675521325594,16623.469779546285,8.798277401123784,12.284438164694354,0.00043529623283319874,4.031702756112862,-0.4292594919428231,0.9993438154756028
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-0-01.JPG,124.63938934948979,69.9878399023247,0,255,-0.07380880102988803,-1.054184608943937,7.92322000129662,0.0002744620221860167,1570.9129828985606,0.8385606067038835,4867.831571245237,0.07280770319548985,249.96288946357123,17900.41330208236,8.882027803556227,14.392444616976125,5.632816326729607e-05,6.239333312106931,-0.18466353083042364,0.9717297346682765
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-1-02.jpg,119.70607461734694,68.09756971936082,0,255,0.01569465279391039,-0.960986586239096,7.843194887881739,0.000475175210037431,1792.065495229681,0.8052256137400993,4603.634385874196,0.0995159127786695,240.30974069187153,16622.47204826707,8.784232212739333,14.24351002339835,5.8233732975806437e-05,6.298743767981563,-0.18525702520146625,0.970622984607283
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-10-13.jpg,117.78639190051021,64.47590209759939,0,255,0.2640743312020641,-0.7138882875870283,7.78394674534254,0.0005227675880835555,591.3719992268811,0.9281512240307684,4118.5774210584195,0.17737212148216117,236.3870099151688,15882.937685006795,8.757822552650824,13.26780000136028,0.00018663467469183458,5.088847165196208,-0.2962468759210152,0.9945165472880428
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-11-14.jpg,132.10542889030611,69.78812034932554,0,254,-0.16478328614849172,-1.1117143582823683,7.88032435162834,0.00037600375238214435,855.8884518824173,0.9112016733807584,4823.856618567124,0.10117437801802148,265.5020179910832,18439.538022386067,8.860929391951593,13.953316281407114,9.07610739925135e-05,5.749486341882226,-0.2303095296561188,0.9856098390852124
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-12-15.jpg,126.38456632653062,67.19199222763498,0,252,0.01780215216670468,-0.9957628695377263,7.825247668624776,0.000355629800354622,796.1209639953908,0.91096038895823,4473.415383260334,0.16500346542727717,253.78008064872333,17097.540569045912,8.800732833726947,13.478405386577585,0.00016976113289524666,5.267767014348213,-0.2784813637428934,0.9928379025737506
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-13-16.jpg,130.83787069515307,69.63263805492181,0,255,-0.2705000054695305,-1.0352957895956971,7.84607285642745,0.0004781530578401165,272.1441369589246,0.9716514797386423,4804.15163954154,0.1799043409102424,262.92140686000266,18944.46242120724,8.838421785321032,13.016547068755052,0.00021306514824790036,4.72493062125132,-0.34205481292071166,0.9974124582911073
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-14-17.jpg,113.80877311862245,69.25643023249879,0,254,0.3637931005399552,-1.1306520168992489,7.547357968562075,0.002251473122958248,475.9699509286764,0.9501093463835542,4772.386123732591,0.2546622682484048,228.4245042056518,18613.574544001713,8.513978846270609,12.576274765803278,0.00023017061547013682,4.965213398627942,-0.33477116604036766,0.9965478491658161
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-15-18.jpg,124.88924984056122,69.63280312634657,0,255,-0.02969314172539143,-1.050679131251074,7.8890304970496885,0.0002894063219710585,727.0465030734439,0.9244603499522899,4815.02913879485,0.18638644113088476,250.5939156298568,18533.070052105915,8.870917804168277,13.39910436548792,0.00019969522866141002,5.106105217892361,-0.3024758153116957,0.9955287417987924
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-16-19.jpg,120.43463010204081,69.5458421094325,0,255,0.023193085360149808,-1.0892188431176881,7.931273034581287,0.00022213550095362856,1870.58913485197,0.8053766765094081,4808.0722307309625,0.06178272024638383,241.67230155298878,17361.69978807184,8.887166891310041,14.57702381415744,4.425917445626795e-05,6.4197542697850665,-0.16321176675500754,0.9599192049664478
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-17-21.jpg,124.11983816964286,66.48313217726799,0,255,-0.0412242048060821,-0.913037585335656,7.894894595057344,0.0003017539474961885,1171.355864410103,0.8665255364637604,4390.581688999232,0.07368015019198113,248.97517208448375,16390.970891586796,8.856264849054162,14.29746719337618,6.238780667025174e-05,6.059639517591371,-0.19029904992475183,0.9735875846658029
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-18-22.JPG,129.34038185586735,69.81070769935145,0,255,-0.17153221621714188,-1.1561565969008045,7.789681221421816,0.0005331486899419308,402.11018889793405,0.958447594741842,4841.938188748863,0.21343291966290695,259.3984639379365,18965.642566097507,8.77293401878108,12.994548049082237,0.00021652286881649295,4.8787381130215755,-0.33245796275091555,0.9969445848264744
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-19-23.jpg,121.83113440688776,70.25163553368445,0,255,0.041532713479999546,-1.0888022183783428,7.938493166394284,0.00022545547351818693,1703.6387628311522,0.826350517378049,4907.7639370044035,0.0649589731504855,244.53000595818636,17927.416985186435,8.901616176811617,14.51043075431136,4.953271470756207e-05,6.332401060335439,-0.17320232414763254,0.9659059817722666
DATA\Rotated\Train\compass_jellyfish\rotated_5_aug-2-03.jpg,125.02993463010205,65.66871282211827,0,253,0.0025227330565328423,-0.8734179665566555,7.849128110267977,0.00039007146733610094,803.0115394410922,0.9060749436835599,4277.2485621219,0.15174316469998955,251.1373250383149,16305.982709046471,8.821730652901477,13.635051276850717,0.000143212378222349,5.416527094641873,-0.2638269369033757,0.9914825849798425
